iter	Passed	Remaining
376	1920	3173
377	1925	3168
378	1931	3164
379	1935	3158
380	1941	3154
381	1946	3149
382	1951	3143
383	1956	3138
384	1960	3132
385	1965	3127
386	1970	3120
387	1974	3114
388	1979	3108
389	1983	3102
390	1988	3096
391	1992	3090
392	1997	3085
393	2002	3080
394	2006	3073
395	2011	3067
396	2016	3062
397	2020	3056
398	2025	3050
399	2030	3046
400	2035	3040
401	2039	3034
402	2044	3028
403	2048	3022
404	2052	3016
405	2057	3009
406	2063	3005
407	2067	2999
408	2072	2994
409	2078	2991
410	2083	2985
411	2088	2981
412	2095	2978
413	2101	2975
414	2107	2970
415	2112	2965
416	2117	2960
417	2124	2957
418	2129	2952
419	2136	2949
420	2142	2946
421	2151	2947
422	2161	2948
423	2175	2956
424	2182	2952
425	2190	2951
426	2197	2949
427	2205	2947
428	2211	2943
429	2216	2938
430	2221	2932
431	2228	2929
432	2233	2925
433	2239	2920
434	2245	2916
435	2250	2911
436	2258	2909
437	2264	2905
438	2279	2912
439	2284	2907
440	2292	2906
441	2299	2902
442	2305	2899
443	2310	2893
444	2317	2889
445	2322	2884
446	2329	2881
447	2342	2886
448	2349	2883
449	2356	2880
450	2362	2875
451	2366	2869
452	2372	2865
453	2382	2864
454	2386	2858
455	2392	2853
456	2400	2852
457	2408	2850
458	2413	2845
459	2419	2839
460	2424	2834
461	2429	2829
462	2434	2823
463	2440	2819
464	2445	2813
465	2450	2807
466	2456	2803
467	2460	2797
468	2465	2791
469	2470	2786
470	2475	2779
471	2480	2775
472	2485	2769
473	2490	2763
474	2494	2756
475	2501	2753
476	2506	2748
477	2511	2742
478	2516	2737
479	2521	2731
480	2525	2725
481	2531	2720
482	2536	2714
483	2540	2708
484	2546	2703
485	2551	2698
486	2555	2691
487	2561	2687
488	2566	2682
489	2571	2676
490	2576	2671
491	2581	2665
492	2586	2659
493	2592	2655
494	2597	2649
495	2601	2643
496	2606	2638
497	2611	2632
498	2616	2626
499	2622	2622
500	2626	2616
501	2631	2610
502	2636	2605
503	2641	2599
504	2646	2593
505	2651	2589
506	2656	2583
507	2661	2578
508	2667	2573
509	2671	2567
510	2676	2561
511	2681	2556
512	2686	2550
513	2690	2543
514	2695	2538
515	2700	2532
516	2704	2526
517	2710	2521
518	2714	2515
519	2719	2510
520	2725	2505
521	2730	2500
522	2734	2494
523	2740	2489
524	2745	2484
525	2751	2479
526	2758	2476
527	2763	2470
528	2770	2467
529	2775	2461
530	2780	2455
531	2786	2451
532	2791	2445
533	2796	2440
534	2804	2437
535	2809	2432
536	2815	2427
537	2820	2422
538	2826	2417
539	2832	2413
540	2838	2408
541	2846	2405
542	2853	2401
543	2862	2399
544	2868	2394
545	2875	2390
546	2881	2385
547	2885	2379
548	2893	2376
549	2898	2371
550	2905	2367
551	2911	2362
552	2916	2357
553	2922	2353
554	2927	2347
555	2932	2341
556	2940	2338
557	2945	2333
558	2954	2330
559	2959	2324
560	2965	2320
561	2970	2315
562	2975	2309
563	2980	2304
564	2985	2298
565	2990	2293
566	2995	2287
567	3000	2282
568	3005	2276
569	3014	2274
570	3020	2269
571	3027	2265
572	3033	2260
573	3039	2255
574	3045	2250
575	3049	2244
576	3054	2239
577	3059	2233
578	3064	2227
579	3069	2222
580	3075	2218
581	3080	2212
582	3085	2207
583	3091	2202
584	3096	2196
585	3102	2191
586	3106	2185
587	3111	2180
588	3117	2175
589	3122	2169
590	3127	2164
591	3133	2159
592	3137	2153
593	3142	2148
594	3149	2143
595	3154	2138
596	3160	2133
597	3165	2128
598	3170	2122
599	3177	2118
600	3182	2112
601	3187	2107
602	3192	2102
603	3197	2096
604	3202	2090
605	3209	2086
606	3213	2080
607	3220	2076
608	3225	2071
609	3230	2065
610	3236	2060
611	3241	2054
612	3245	2049
613	3251	2043
614	3256	2038
615	3260	2032
616	3267	2028
617	3272	2022
618	3276	2016
619	3282	2012
620	3287	2006
621	3292	2000
622	3298	1996
623	3303	1990
624	3308	1985
625	3316	1981
626	3321	1975
627	3328	1971
628	3333	1966
629	3338	1960
630	3345	1956
631	3350	1950
632	3355	1945
633	3360	1940
634	3366	1935
635	3372	1930
636	3377	1924
637	3382	1918
638	3399	1920
639	3405	1915
640	3411	1910
641	3416	1904
642	3422	1900
643	3427	1894
644	3436	1891
645	3441	1886
646	3448	1881
647	3454	1876
648	3459	1871
649	3467	1866
650	3471	1861
651	3478	1856
652	3485	1852
653	3490	1846
654	3496	1841
655	3501	1836
656	3509	1832
657	3515	1827
658	3520	1821
659	3527	1817
660	3532	1811
661	3537	1805
662	3543	1801
663	3549	1795
664	3556	1791
665	3562	1786
666	3567	1780
667	3574	1776
668	3579	1770
669	3588	1767
670	3592	1761
671	3598	1756
672	3603	1751
673	3608	1745
674	3615	1740
675	3620	1735
676	3624	1729
677	3631	1724
678	3636	1719
679	3641	1713
680	3647	1708
681	3653	1703
682	3660	1698
683	3665	1693
684	3670	1688
685	3677	1683
686	3683	1678
687	3688	1672
688	3693	1667
689	3697	1661
690	3703	1655
691	3707	1650
692	3712	1644
693	3717	1639
694	3722	1633
695	3727	1627
696	3731	1622
697	3737	1616
698	3742	1611
699	3747	1606
700	3752	1600
701	3757	1594
702	3761	1589
703	3766	1583
704	3771	1578
705	3776	1572
706	3781	1567
707	3785	1561
708	3790	1555
709	3796	1550
710	3800	1544
711	3804	1538
712	3811	1534
713	3815	1528
714	3821	1523
715	3826	1517
716	3831	1512
717	3835	1506
718	3841	1501
719	3845	1495
720	3851	1490
721	3856	1485
722	3861	1479
723	3867	1474
724	3872	1468
725	3877	1463
726	3884	1458
727	3889	1453
728	3894	1447
729	3902	1443
730	3907	1437
731	3917	1434
732	3922	1428
733	3927	1423
734	3934	1418
735	3940	1413
736	3948	1409
737	3954	1403
738	3962	1399
739	3969	1394
740	3983	1392
741	3988	1386
742	3997	1382
743	4006	1378
744	4012	1373
745	4022	1369
746	4027	1364
747	4034	1359
748	4040	1354
749	4045	1348
750	4053	1343
751	4058	1338
752	4066	1333
753	4071	1328
754	4077	1323
755	4083	1317
756	4087	1312
757	4095	1307
758	4101	1302
759	4106	1296
760	4114	1292
761	4118	1286
762	4124	1281
763	4130	1275
764	4135	1270
765	4141	1265
766	4146	1259
767	4151	1254
768	4159	1249
769	4164	1243
770	4170	1238
771	4194	1238
772	4199	1233
773	4205	1228
774	4210	1222
775	4215	1216
776	4223	1212
777	4228	1206
778	4235	1201
779	4239	1195
780	4245	1190
781	4251	1185
782	4256	1179
783	4263	1174
784	4269	1169
785	4274	1163
786	4279	1158
787	4285	1152
788	4289	1147
789	4297	1142
790	4303	1137
791	4310	1132
792	4316	1126
793	4322	1121
794	4327	1115
795	4332	1110
796	4340	1105
797	4347	1100
798	4354	1095
799	4359	1089
800	4364	1084
801	4371	1079
802	4376	1073
803	4381	1068
804	4389	1063
805	4395	1057
806	4405	1053
807	4416	1049
808	4421	1043
809	4430	1039
810	4435	1033
811	4440	1028
812	4446	1022
813	4451	1017
814	4456	1011
815	4462	1006
816	4468	1000
817	4472	995
818	4479	989
819	4484	984
820	4490	979
821	4494	973
822	4499	967
823	4504	962
824	4509	956
825	4514	951
826	4519	945
827	4523	939
828	4528	934
829	4533	928
830	4538	922
831	4543	917
832	4547	911
833	4553	906
834	4557	900
835	4562	894
836	4570	890
837	4574	884
838	4580	878
839	4587	873
840	4592	868
841	4598	862
842	4602	857
843	4607	851
844	4613	846
845	4618	840
846	4627	835
847	4632	830
848	4637	824
849	4644	819
850	4649	814
851	4655	808
852	4661	803
853	4666	797
854	4671	792
855	4676	786
856	4680	781
857	4686	775
858	4691	770
859	4696	764
860	4703	759
861	4707	753
862	4712	748
863	4719	742
864	4725	737
865	4731	732
866	4739	727
867	4744	721
868	4750	716
869	4755	710
870	4761	705
871	4766	699
872	4771	694
873	4776	688
874	4781	683
875	4786	677
876	4791	672
877	4797	666
878	4802	661
879	4808	655
880	4814	650
881	4819	644
882	4824	639
883	4829	633
884	4834	628
885	4839	622
886	4844	617
887	4848	611
888	4853	606
889	4858	600
890	4863	595
891	4869	589
892	4875	584
893	4880	578
894	4885	573
895	4890	567
896	4896	562
897	4901	556
898	4906	551
899	4912	545
900	4917	540
901	4922	534
902	4927	529
903	4932	523
904	4937	518
905	4942	512
906	4946	507
907	4950	501
908	4956	496
909	4962	490
910	4967	485
911	4973	479
912	4977	474
913	4982	468
914	4987	463
915	4992	457
916	4996	452
917	5002	446
918	5007	441
919	5012	435
920	5018	430
921	5022	424
922	5026	419
923	5030	413
924	5035	408
925	5040	402
926	5045	397
927	5050	391
928	5055	386
929	5060	380
930	5066	375
931	5070	369
932	5075	364
933	5080	359
934	5085	353
935	5091	348
936	5095	342
937	5100	337
938	5105	331
939	5109	326
940	5113	320
941	5118	315
942	5123	309
943	5127	304
944	5132	298
945	5137	293
946	5141	287
947	5147	282
948	5154	276
949	5158	271
950	5163	266
951	5168	260
952	5173	255
953	5177	249
954	5182	244
955	5187	238
956	5192	233
957	5200	227
958	5204	222
959	5210	217
960	5217	211
961	5221	206
962	5228	200
963	5233	195
964	5237	189
965	5243	184
966	5248	179
967	5252	173
968	5258	168
969	5263	162
970	5267	157
971	5272	151
972	5277	146
973	5281	140
974	5286	135
975	5290	130
976	5294	124
977	5299	119
978	5304	113
979	5308	108
980	5312	102
981	5317	97
982	5321	92
983	5325	86
984	5330	81
985	5335	75
986	5340	70
987	5344	64
988	5349	59
989	5353	54
990	5357	48
991	5362	43
992	5367	37
993	5371	32
994	5376	27
995	5381	21
996	5385	16
997	5389	10
998	5394	5
999	5398	0
